SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
899,1,19,-6.560265,-2.198449,-4.657283,-3.714366,-3.559633,-1.364868,-6.142666,-2.371336,-4.384233,-3.783649,-4.821122,-1.536591,-5.036386,-3.236367,-3.672253,-3.290788,-6.030698,-5.246263,-0.8519375,-0.4560112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_12_15],[5_11_18],psucssa
900,1,8,-4.180467,-5.59157,-4.420352,-1.489596,-4.818159,-3.510595,-6.166569,-0.8237057,-0.4979049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[3_7],psucssa
901,1,13,-5.886802,-7.995616,-5.484031,-4.448075,-1.489596,-1.990339,-1.782203,-7.842325,-1.580075,-5.592221,-1.389565,-4.712181,-0.5282738,-0.391908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_7],[4_12],psucssa
902,1,19,-4.022713,-7.117393,-4.488804,-1.600018,#NAME?,-3.842119,-0.9809461,-2.20644,-3.358111,-1.88517,-2.977715,-2.074626,-4.840602,-1.151268,-5.402793,-1.185779,-3.255159,-3.589909,-1.088199,-0.4105291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_4],[3_6_9_11_13_15_18],psucssa
903,1,5,-6.258925,-2.80412,-5.092649,-2.913393,-1.005935,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4],psucssa
904,1,12,-6.258925,-5.557152,-5.441808,-5.824656,-4.420352,-2.118207,-3.552642,-1.947672,-3.084514,-4.278793,-6.161554,-1.845098,-0.4094886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[7_11],psucssa
905,1,9,-4.705596,-2.133937,-4.927956,-6.663388,-4.053534,#NAME?,-3.569632,-3.420365,-1.082441,-0.5904781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[8],psucssa
906,1,18,-5.445959,-2.56384,-1.409812,-2.260071,-0.4353522,-2.70368,-5.836293,-1.073489,-4.017607,-3.200732,-0.5250448,-1.883661,-2.022641,-4.484496,-0.8810064,-3.702455,-7.6844,-1.135663,-0.9759859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[7_10_14_17],psucssa
907,1,18,-5.445959,-2.56384,-1.409812,-2.260071,-0.4353522,-2.70368,-5.836293,-1.073489,-4.017607,-3.200732,-0.5250448,-1.883661,-2.022641,-4.484496,-0.8810064,-3.702455,-7.6844,-1.135663,-0.9759859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[7_10_14_17],psucssa
908,1,11,-3.478143,-5.049967,-4.291936,-3.162317,-2.235204,-2.666735,-4.145318,-3.287203,-6.306462,-6.103732,-0.9514763,-0.5663444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[10],psucssa
909,1,38,-5.001022,-5.631994,-4.172401,-3.083363,-3.352319,-1.744153,-3.126027,-1.702081,-3.16221,-2.047401,-3.070571,-1.182369,-2.769932,-1.863983,-4.109526,-0.8232673,-2.70172,-2.556797,-1.359527,-2.297415,-0.69897,-1.02774,-2.140771,-4.902663,-3.379487,-0.2787536,-3.063375,-1.911633,-4.399963,-5.43799,-3.993254,-1.866482,-0.5957853,-1.441611,-4.650755,-5.622682,-3.106287,-4.547796,-1.06876,,,,,,,,,,,,,,,,,,,,,,[0],[5_25_37],psucssa
910,1,39,-6.100998,-4.342767,-4.897667,-4.255583,-0.9226291,-1.545445,-2.019324,-1.84419,-1.559563,-6.519814,-1.336922,-3.736659,-1.51617,-4.076833,-3.02487,-2.148411,-2.918674,-4.722046,-5.073466,-3.01299,-2.547048,-5.274502,-5.003065,-3.09741,-0.770852,-3.197603,-1.911633,-1.926623,-4.985969,-1.59064,-4.259671,-3.054665,-2.934485,-3.040717,-0.7676858,-2.250757,-4.513331,-4.145011,-2.131696,-1.197643,,,,,,,,,,,,,,,,,,,,,[0_1_17_18],[8_12_23_24_34_38],psucssa
911,1,8,-4.160723,-4.051134,-4.36721,#NAME?,-2.104872,-5.755764,-3.533383,-0.863662,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[3_4_6_7],psucssa
912,1,3,-5.114965,-4.991653,-5.588147,-0.9936768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
913,1,14,-2.62365,-3.28264,-3.148915,-3.126485,-3.325086,-1.827493,-1.814898,-1.676426,#NAME?,-2.461491,-1.455138,-1.806707,-3.479497,-0.9975112,-0.4457201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[7_13],psucssa
914,1,13,-5.387967,-4.585248,-2.199851,-3.832938,-4.098905,-8.75791,-6.134696,-2.429301,-4.527846,-4.842408,-0.5397285,-4.477268,-1.039253,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12],[12],psucssa
915,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
916,1,5,-5.060607,-2.647247,-3.470827,-3.562125,-2.451264,-1.982238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[1_4],psucssa
917,1,4,-6.706392,-3.655134,-4.372074,-5.967238,-2.706253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_3],,psucssa
918,1,8,-3.266571,-1.845602,-3.206478,-4.374115,-0.1593017,-4.719583,-0.4224522,-4.971642,-2.916813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_7],[1],psucssa
919,1,5,-3.266571,-4.502779,-3.653591,#NAME?,-1.197862,-3.17236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3_4],psucssa
920,1,12,-4.366777,-4.6344,-5.584989,-2.465564,-3.977133,-6.705916,-4.118891,-4.450145,-1.511236,-4.267179,-5.512909,-0.1054398,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[11],psucssa
921,1,24,-3.478143,-3.32244,-2.24298,-3.029571,-2.184906,-4.182416,-4.664758,-4.975734,-3.564467,-6.635352,-4.492231,-6.083405,-0.8624721,-2.433843,-2.934235,-3.446962,-3.706819,#NAME?,-4.009974,-1.311962,-4.595475,-3.456546,-4.245397,-0.6795526,-0.3238563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_9_11_12_15_16_17],[12_16_23],psucssa
922,1,31,-3.478143,-2.159701,-2.519906,-2.59013,-1.573505,-4.353551,-1.821457,-1.833571,-2.787071,-0.4457226,-4.151568,-1.148262,-4.092695,-4.291885,-3.575588,-4.71463,-4.975734,-1.774048,-5.574079,-6.057212,-0.8624721,-4.375057,-4.3621,-1.672846,-4.758474,-3.445799,-2.503924,-4.446532,-2.89177,-4.207064,-0.3227735,-0.328325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[15],[7_9_17_20_23_26_30],psucssa
923,1,5,-6.258925,-2.80412,-5.092649,-2.913393,-1.005935,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4],psucssa
924,1,12,-6.258925,-5.557152,-5.441808,-5.824656,-4.420352,-2.118207,-3.552642,-1.947672,-3.084514,-4.278793,-6.161554,-1.845098,-0.4094886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[7_11],psucssa
925,1,11,-3.991114,-3.577481,-1.413318,-1.874156,-2.462647,-0.5835766,-4.090195,-1.740877,-3.98097,-4.052757,-1.033333,-0.4115709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9_10],[2_10],psucssa
926,1,14,-5.445959,-1.421461,-3.839086,-3.20892,-1.107018,-6.176573,-0.9149892,-5.726803,-0.5081555,-3.070219,-1.269436,-5.870041,-4.638225,-1.027837,-0.447158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_12_13],[6_8_13],psucssa
927,1,6,-4.257633,-7.1723,-2.862516,-5.10924,-3.693415,-1.034865,-0.347692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[2_4_5],psucssa
928,1,14,-4.527628,-4.727636,-2.277303,-3.756384,-4.895185,-4.865184,-5.400556,-4.756933,-1.328361,-4.243507,-5.949957,-3.778641,-4.105466,-2.176147,-1.062051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[8_13],psucssa
929,1,22,#NAME?,-1.197862,-3.426809,-3.934482,-3.403973,-2.612877,-0.6651117,-3.699567,-8.161131,-1.9677,-7.604123,-1.276822,-6.79206,-5.044894,-0.775189,-2.848695,-3.936163,-2.310185,-8.084517,-4.688701,-2.432268,-0.7781513,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_8_9_10_11_12_18],[1_9_11_21],psucssa
930,1,9,-5.249664,-1.679533,-4.248582,-4.966004,-5.589065,-2.363643,-5.188514,-5.219086,-0.934168,-0.3773793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[8],psucssa
931,1,3,#NAME?,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2],psucssa
932,1,26,-3.065489,-2.758134,-3.625718,-1.305518,-2.529077,-2.372009,-5.076862,-3.74669,-5.127323,-0.6956164,-5.465136,-1.7682,-4.929999,-0.8645111,-6.333404,-0.674956,-3.314518,-1.374258,-3.362685,-0.8650046,-4.601481,-0.7998947,-2.14178,-5.656124,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[3_7_9_11_13_15_21_25],psucssa
933,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
934,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
935,1,7,-4.717025,-6.119485,-3.295359,-3.937684,-4.94434,-4.557011,-1.590633,-0.3642569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6],[6],psucssa
936,1,10,-2.896868,-3.952722,-4.879561,-4.722335,-6.156072,#NAME?,-1.397776,-3.636094,-6.59879,-1.812899,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6_7],[9],psucssa
937,1,21,-4.678273,-3.358014,-3.835705,-1.364868,-3.407142,-2.797056,-1.040944,-5.896776,-3.68931,-3.440787,-1.2839,-7.015166,-2.487649,#NAME?,-1.197862,-2.692784,-3.063138,-5.221039,-4.120321,-4.822021,-0.889837,-0.3234444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9_11_19_20],[3_13_14_20],psucssa
938,1,9,-5.177113,-1.983033,-3.979391,-3.35928,-3.504899,-2.178936,-2.988343,-0.09757255,-1.83187,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[8],psucssa
939,1,8,-5.415995,-2.824323,-2.752208,-4.583567,-0.9667723,-4.731552,-2.752194,-1.118653,-0.5133334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[4_7],psucssa
940,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
941,1,12,-3.222314,-1.591621,-1.664433,-1.306425,-5.503237,-3.350423,-2.315639,-3.159587,-5.520216,-4.747528,-6.220054,-1.046625,-0.5133334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[9_11],psucssa
942,1,24,-3.478143,-3.32244,-2.24298,-3.029571,-2.184906,-4.182416,-4.664758,-4.975734,-3.564467,-6.635352,-4.492231,-6.083405,-0.8624721,-2.433843,-2.934235,-3.446962,-3.706819,#NAME?,-4.009974,-1.311962,-4.595475,-3.456546,-4.245397,-0.6795526,-0.3238563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_9_11_12_15_16_17],[12_16_23],psucssa
943,1,31,-3.478143,-2.159701,-2.519906,-2.59013,-1.573505,-4.353551,-1.821457,-1.833571,-2.787071,-0.4457226,-4.151568,-1.148262,-4.092695,-4.291885,-3.575588,-4.71463,-4.975734,-1.774048,-5.574079,-6.057212,-0.8624721,-4.375057,-4.3621,-1.672846,-4.758474,-3.445799,-2.503924,-4.446532,-2.89177,-4.207064,-0.3227735,-0.328325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[15],[7_9_17_20_23_26_30],psucssa
944,1,16,-4.705596,-4.86066,-3.455442,-1.328672,-4.657522,-3.408908,-1.893434,-4.569946,-4.229566,-2.680313,-1.010724,-4.484807,-3.0633,-2.612504,-5.140481,-0.9741421,-0.5374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15],[15],psucssa
945,1,6,-2.927257,-3.862738,-4.363745,-0.7203761,-4.901193,-0.7579479,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5],psucssa
946,1,7,-2.791026,-5.592477,-5.305063,-3.179597,-5.279712,-4.070023,-1.683432,-0.5612237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_5_6],[6],psucssa
947,1,6,-2.715695,-4.294359,-0.4685211,-6.078256,-6.262852,-0.539831,-0.2204455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],[5],psucssa
948,1,14,-5.688997,-6.306209,-1.996284,-0.8730323,-3.959242,-2.684991,-1.569789,-3.563884,-2.988362,-8.312927,-1.583024,-3.955689,-3.252953,-2.411494,-0.5026754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_4_5_9],[13],psucssa
949,1,7,-3.699992,-5.007668,-6.74388,-5.075413,-5.274481,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3_5_6],[0_3_6],psucssa
950,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
951,1,9,-2.679652,-4.318513,-5.943684,-0.6656599,-4.560202,-2.709078,-1.267541,-1.667718,-6.006226,-2.465829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8],[3],psucssa
952,1,19,-6.258925,-1.276462,-1.021743,-4.072077,-1.111366,#NAME?,-2.909323,#NAME?,-2.025023,-2.945045,-1.562113,-0.491539,-4.500753,-5.139645,-3.767336,-1.883816,-2.920768,-3.912678,-1.364864,-0.8935789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6_7_8_9_10_11_12],[6_12_15_18],psucssa
953,1,9,-3.0935,-3.526423,-5.488321,#NAME?,-4.51049,-2.461023,-1.746998,-4.814683,-5.85659,-3.683765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],,psucssa
954,1,20,-5.445959,-2.721768,-1.723753,-2.012223,-0.4863122,-4.589061,-4.260212,-2.962585,-2.618982,-1.693141,-4.421865,-2.546584,-6.562082,-1.713017,-5.646694,-1.836552,#NAME?,-1.197862,-8.264418,-1.730945,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14_15_16_17_18_19],[9_13_15_16_17_19],psucssa
955,1,3,-5.886802,-3.823272,-4.351453,-3.271313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
956,1,16,-4.705596,-4.86066,-3.455442,-1.328672,-4.657522,-3.408908,-1.893434,-4.569946,-4.229566,-2.680313,-1.010724,-4.484807,-3.0633,-2.612504,-5.140481,-0.9741421,-0.5374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15],[15],psucssa
957,1,6,-2.927257,-3.862738,-4.363745,-0.7203761,-4.901193,-0.7579479,-0.6297314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[5],psucssa
958,1,7,-2.791026,-5.592477,-5.305063,-3.179597,-5.279712,-4.070023,-1.683432,-0.5612237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_5_6],[6],psucssa
959,1,6,-2.715695,-4.294359,-0.4685211,-6.078256,-6.262852,-0.539831,-0.2204455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],[5],psucssa
960,1,15,-5.688997,-4.527842,-3.201181,-8.301439,-1.50111,-7.545387,-1.455907,-6.662773,-4.213223,-0.8524337,-8.312927,-1.583024,-3.955689,-3.252953,-2.411494,-0.5026754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6_7_10],[2_4_6_14],psucssa
961,1,6,-3.527254,-2.296368,-2.373211,-3.682161,-8.402555,-0.8893886,-0.328867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],psucssa
962,1,10,-1.464192,-5.155732,-0.3904304,-2.580044,-2.260761,-3.371551,-2.176761,-3.997816,-0.9248334,-5.011378,-3.115963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3],psucssa
963,1,11,-3.563109,-5.1181,-4.416825,-0.8662001,-6.066429,-0.5325662,-3.922933,-0.5325323,-6.073658,-5.715467,-1.115179,-0.306425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_6_7],[3_7_10],psucssa
964,1,14,-5.269867,-7.052974,-0.708086,-3.271283,-2.971953,-1.032738,-2.572122,-1.73404,-3.22347,-1.384699,-4.107091,-7.677942,-3.915301,-1.190021,-0.4180338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11],[2_7_13],psucssa
965,1,4,-5.659119,-3.828651,-0.8524337,-6.448956,-1.814913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
966,1,11,-5.073573,-4.483484,-0.971958,-5.932204,-4.655413,-3.324678,-0.3454795,-1.887929,-5.319402,-2.913393,-1.005935,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[2_6_10],psucssa
967,1,9,-3.535944,-2.645677,-2.264558,-2.444169,-3.897037,-4.164828,-1.919514,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_7_8],[8],psucssa
968,1,14,-4.876083,-3.639942,-5.204655,-4.135591,-4.301555,-5.067664,-4.524419,-4.459775,-3.820652,-5.611508,-3.553,-2.638877,-5.915932,-1.156347,-0.4977793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[13],psucssa
969,1,9,-4.759578,-0.9300625,-5.224929,-4.28477,-5.759033,-1.360554,-3.711302,-4.296021,-0.930927,-0.5539613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_5_8],psucssa
970,1,5,-6.100998,-4.342767,-6.228395,-5.939506,-1.169046,-0.4516741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[4],psucssa
971,1,14,-4.495176,-4.165873,-1.83651,-3.342125,-6.394945,-0.5797836,-2.726651,-0.4726976,-5.285901,-1.943345,-1.904912,-6.389151,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],[2_5_13],psucssa
972,1,17,-6.527233,-1.176091,-3.896134,-3.601406,-4.037666,-0.4245601,-3.484542,-3.9518,-1.804378,-2.380778,-6.769166,-6.55792,-1.244165,-4.096576,-1.735066,-5.473934,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_12],[8_12_16],psucssa
973,1,8,-3.501123,-5.878493,#NAME?,-1.397776,-4.82041,-5.27892,-5.849298,-1.156031,-0.4771213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[7],psucssa
974,1,7,-5.249664,-4.594175,-4.992972,-1.943345,-6.10567,-2.174914,-1.203928,-1.31578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[6],psucssa
975,1,20,-5.445959,-2.721768,-1.723753,-2.012223,-0.4863122,-4.589061,-4.260212,-2.962585,-2.618982,-1.693141,-4.421865,-2.546584,-6.562082,-1.713017,-5.646694,-1.836552,#NAME?,-1.197862,-8.264418,-1.730945,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14_15_16_17_18_19],[9_13_15_16_17_19],psucssa
976,1,4,-6.527233,-4.672001,-2.563437,-5.067413,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
977,1,6,#NAME?,-5.366747,-4.750265,-3.24439,-0.2729289,-4.708796,-2.172778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],,psucssa
978,1,14,-3.98786,-7.257518,-1.033,-4.952011,-5.7415,-1.782516,-3.693336,-3.261318,-5.302464,-2.394421,-3.167497,-4.067654,-4.145057,-2.895083,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[2_13],psucssa
979,1,6,-5.336814,-6.216229,-1.093319,-1.694096,-6.650023,-1.50985,-0.4694344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[5],psucssa
980,1,6,-4.792746,-5.121988,-2.551168,-1.580853,-2.567153,-1.232665,-0.2585887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],psucssa
981,1,12,-2.896955,-5.532707,-4.790534,-3.952621,-1.428,-3.752177,-4.074116,-0.5049582,-5.742998,-5.022952,-2.154926,-1.387493,-0.4501986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[4_11],psucssa
982,1,6,#NAME?,-6.519216,-3.165928,-6.016398,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5],[2_3_5],psucssa
983,1,20,-2.357215,-6.708839,-3.820034,-5.642948,-0.9241794,-3.499553,-9.289967,-1.352999,-3.601194,-4.074116,-0.5049582,-5.742998,-5.022952,-2.154926,-1.157639,-3.682265,-2.103462,-1.634527,-3.195459,-0.6150455,-0.4071891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13_14],[4_7_14_19],psucssa
984,1,16,-2.949325,-1.728947,-3.90522,-0.9000635,-3.865889,-3.301296,-2.025375,-3.165119,-5.61245,-5.214101,-1.920757,-6.199104,-2.154926,-1.566117,-4.227237,-0.7978393,-0.4957634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12],[3_6_15],psucssa
985,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
986,1,17,-6.527233,-1.176091,-3.896134,-3.601406,-4.037666,-0.4245601,-3.484542,-3.9518,-1.804378,-2.380778,-6.769166,-6.55792,-1.244165,-4.096576,-1.735066,-5.473934,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_12],[8_12_16],psucssa
987,1,3,-5.659119,-5.378757,-3.872012,-1.19898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
988,1,17,-6.527233,-1.176091,-3.896134,-3.601406,-4.037666,-0.4245601,-3.484542,-3.9518,-1.804378,-2.380778,-6.769166,-6.55792,-1.244165,-4.096576,-1.735066,-5.473934,-1.142831,-0.4745741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_12],[8_12_16],psucssa
989,1,5,-3.23301,-4.241335,-0.1383027,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],psucssa
990,1,13,-3.991114,-3.577481,-1.413318,-2.476216,-1.238616,-5.67749,-2.39028,-5.188514,-3.666578,-5.006651,-2.11279,-4.54921,-5.855464,-2.125053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[2],psucssa
