SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
808,1,24,-3.23301,-3.386913,-3.18384,-1.5512,-5.313538,-0.5952206,-7.115146,-0.9149892,-3.333379,-2.625373,-4.362757,-5.099996,-2.558904,-1.414973,-4.161263,-1.98208,-5.259154,-0.3296752,-3.722838,-0.4156546,-4.154306,-1.43029,-4.630633,-0.7105187,-0.3503916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7],[7_15_17_19_23],psucssa
809,1,17,-5.445959,-5.280092,-3.591723,-2.270628,-0.1064553,-5.372715,-2.135891,-4.956123,-0.4074853,-4.211319,-1.099115,-2.510204,-2.175467,-5.386306,-1.828592,-5.230736,-3.71577,-2.846792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[10],psucssa
810,1,4,-4.284591,-4.396631,-3.232497,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[2_3],psucssa
811,1,4,-4.255627,-3.221773,-3.778108,-6.262332,-2.731295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],,psucssa
812,1,15,-3.222314,-2.369772,-1.7939,-2.754564,-2.053292,-3.379827,-1.532987,-2.779869,-0.4181036,-4.194972,-4.727603,-6.547003,-1.200486,-5.534209,-0.7613617,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11_12_13_14],[14],psucssa
813,1,21,-4.633045,-3.862502,#NAME?,-6.820245,-1.466625,-3.958313,-2.716349,-1.876637,#NAME?,-1.197862,-2.332879,-4.84882,-2.511114,-1.027837,-6.194507,-5.304955,-3.162317,-2.235204,-1.79997,-4.944484,-1.06923,-0.4042495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[7_9_12_13_20],psucssa
814,1,20,-5.512905,-4.212619,-1.566532,-2.019871,-2.599603,-1.722514,-4.293345,-6.408453,-4.785643,-6.000228,-1.073489,-3.861918,-3.356421,-4.64506,-1.088136,-3.0001,-2.341682,-3.683306,-1.74384,-0.1383027,-0.3195134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[10_14_19],psucssa
815,1,11,-2.636784,-5.132546,-0.8055654,-3.591939,-4.603769,-1.662155,-3.402811,-2.943307,-3.120413,-6.759629,-4.357632,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_9_10],[0_6_10],psucssa
816,1,3,-4.792746,-6.522281,-4.357632,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
817,1,12,-2.949325,-2.56358,-1.88517,-3.803511,-0.9000635,-3.865889,-5.779843,#NAME?,-2.907252,-4.1892,-3.232497,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[4_7_11],psucssa
818,1,4,-5.445959,-3.24584,-2.391007,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2_3],psucssa
819,1,13,-3.692266,-4.781333,-4.073101,-1.120305,-4.867201,#NAME?,-4.728992,-2.622732,-3.323816,-3.011284,-5.763961,-4.280626,-1.269627,-0.490315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[3_12],psucssa
820,1,19,-3.501123,-4.770712,-4.343847,-4.073101,-1.405248,-3.90552,-2.53236,-2.736651,-4.196115,-2.937369,-3.63968,-1.760231,#NAME?,-3.64181,-5.160175,-3.697026,-1.932325,-7.057814,-0.7201593,-0.6478175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15_16],[11_18],psucssa
821,1,8,-4.683601,-5.196283,-4.291871,#NAME?,-1.197862,-4.45838,-4.665549,-1.287962,-0.2463075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4_7],psucssa
822,1,21,-3.991114,-3.577481,-1.413318,-1.874156,-1.593136,-2.773407,-4.273536,-2.167679,#NAME?,-1.397776,-4.563014,-4.852708,-1.712825,-3.347026,-6.494757,-5.680423,-4.119718,-5.685545,-1.476979,-4.609447,-4.181252,-1.035246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_14],[2_20],psucssa
823,1,4,-3.75513,-5.207676,-5.293946,-4.086448,-2.395229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],,psucssa
824,1,6,-6.100998,-2.801584,-0.827778,-8.750222,-4.134829,-5.133284,-2.79691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[2],psucssa
825,1,11,-4.759578,-3.624869,-2.897215,-3.404336,-0.8059883,-2.015156,-4.86587,-5.041905,-2.000117,-4.998078,-1.015317,-0.4627461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[4_10],psucssa
826,1,28,-2.328403,-5.870677,-3.311277,-2.108937,-2.254587,-3.65378,-3.599298,-3.843256,-3.571662,-1.268415,-3.241107,-4.730772,-3.899726,-1.602047,-1.241468,-3.629361,-4.730772,-1.575163,-2.137565,-3.233853,-0.5200058,-3.126849,-2.750908,-4.11129,-4.145011,-4.980466,-4.603802,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_25_26_27],[27],psucssa
827,1,11,-5.445959,-5.280092,-2.294849,-4.88768,-2.822526,-3.200742,-5.349454,-4.460245,-4.617655,-5.252024,-1.176443,-0.4093535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10],[10],psucssa
828,1,9,-2.715695,-4.294359,-6.577432,-0.6521227,-7.049092,-3.310413,-4.661279,-3.018441,-1.325084,-0.3170181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[3_8],psucssa
829,1,10,-6.100998,-3.137635,-4.181249,-2.84433,-3.211424,-2.829609,-0.6178542,-5.954895,-4.771853,-2.60987,-1.958841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[1],psucssa
830,1,25,-3.991114,-1.123852,-4.72602,-2.610007,-7.253242,-0.8683279,-4.74487,-2.468746,-1.7682,-0.328867,-2.645573,-4.033212,-4.241282,-1.059009,-5.158828,-2.47047,-3.071646,-5.926883,-0.9246232,-5.450778,-2.44717,-1.467246,-4.068846,-1.720713,-0.7519113,-0.2218488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5],[5_13_18_24],psucssa
831,1,9,-5.637844,-4.59892,-6.351652,#NAME?,-6.364953,-3.728253,-5.60978,-5.366815,-3.613442,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6_7_8],[8],psucssa
832,1,8,-5.976814,-1.705884,-6.403946,-1.677539,-7.160851,-1.625125,-7.302349,-1.772481,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7],[3_5_7],psucssa
833,1,19,-3.478143,-1.101106,-3.289002,-1.841801,-1.186989,-6.566783,-3.395187,-2.270875,-1.234172,-2.862839,-5.10123,-3.433819,-3.980206,-0.7960479,-3.187213,-4.08929,-2.79513,-4.603916,-1.203928,-0.560495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11_12_13],[13_18],psucssa
834,1,9,-3.563109,-4.985911,-4.60144,-0.8662001,-2.847714,-4.956104,-4.416825,-4.66947,-1.132511,-0.3945525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3_8],psucssa
835,1,22,-2.903667,#NAME?,-3.60672,-3.790762,-5.479271,-1.020727,-4.6592,-3.149504,-1.966486,-5.416351,-2.817367,-5.200175,-0.8559109,-2.340691,-5.077197,-0.9820795,-5.027705,-3.513469,-2.620787,-4.377337,-3.53085,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_10_11_12_16_17_18],[5_12_21],psucssa
836,1,17,-4.215509,-5.67102,-3.465304,-6.264979,-4.082415,-7.252136,-1.092297,-2.753981,-5.432974,-5.844331,-1.749433,-6.324313,-1.713017,-5.033352,-1.92822,-8.424551,-3.438289,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_9_10_11_12_13_14_15_16],[2_6_10_12_14_16],psucssa
837,1,17,-2.896955,-1.939256,-2.55553,-4.266239,-1.173965,-6.593941,-2.432533,-0.6128892,-6.357482,-2.341477,-1.303583,-5.078858,-2.798165,-0.7527016,-3.38279,-0.2918866,-2.312243,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[7_16],psucssa
838,1,20,-5.445959,-4.545805,-2.627436,-2.115835,-3.344522,-2.761836,-1.34383,-4.108207,-7.608169,-5.044275,-5.98554,-0.9057301,-4.777046,-6.100177,-5.635082,-5.842969,-0.5946559,-3.942969,-6.428778,-1.220016,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],[3_11_19],psucssa
839,1,9,-5.100725,-1.212075,-2.294816,-5.319334,-2.594201,-4.652683,-4.64749,-0.7957328,-1.632549,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[8],psucssa
840,1,3,-4.495176,-5.918941,-2.50903,-0.872935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2],psucssa
841,1,5,-3.527254,-0.7929906,-5.573871,-3.012662,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[3_4],psucssa
842,1,22,-5.415995,-5.12162,-2.986487,-2.638441,-1.8752,-0.5531858,-2.337913,-1.354857,-2.151794,-4.811299,-5.634497,-1.212882,-4.839314,-0.8067964,-7.222059,-0.8406437,-5.676741,-1.504958,-7.698906,-1.199107,-6.662773,-1.382467,-0.930927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[5_13_15_17_19_21],psucssa
843,1,11,-5.445959,-5.611428,-4.61922,-5.589065,-2.363643,-2.644831,-3.003797,-1.749736,-0.1974894,-4.784993,-2.733263,-1.609174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5_10],psucssa
844,1,4,-3.98786,#NAME?,-5.847934,-0.8703222,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[3],psucssa
845,1,32,-3.176779,-3.136021,-4.721061,-4.390361,-1.328305,-1.19166,-1.680497,-6.566783,-4.175827,-2.605229,-3.563936,-0.1918855,-5.257535,-5.115118,-1.092432,-6.636277,-1.625276,-0.4196835,-4.3635,-2.977227,-3.898713,-1.331745,-2.724385,-2.428811,-4.817023,-5.772712,-0.69897,-3.59153,#NAME?,-5.115439,-6.386054,-0.8703222,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_12],[14_17_21_26_31],psucssa
846,1,3,-3.327741,-1.696144,-6.454031,-2.715079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],,psucssa
847,1,12,-3.991114,-3.577481,-1.413318,-1.874156,-2.017711,-2.69337,-1.997949,-5.472793,-4.49147,-0.5266815,-4.773839,-1.164353,-0.3903509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7],[2_11],psucssa
848,1,28,-4.311053,-1.16709,-4.863356,-2.111428,-1.221849,-2.71082,-3.019498,-5.147467,-0.4356562,-4.977189,-2.065106,-4.497903,-4.573695,-1.830928,-3.735766,-3.315106,-1.01639,-5.485646,-4.467216,-1.467317,-1.898426,-4.409221,-3.215473,-2.629292,-4.415208,-2.263653,-5.324913,-0.1978347,-1.070551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_12_13_17_21_22_23],[1_8_13_27],psucssa
849,1,10,-5.387967,-3.275839,-0.8059883,-2.343798,-4.863313,-0.50515,-7.682911,#NAME?,-4.435903,-1.801878,-0.4704907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[5_9],psucssa
850,1,6,-4.583487,-3.43317,-3.140795,-3.944684,-0.4685211,-4.880446,-3.60614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[1],psucssa
851,1,4,-3.266571,-3.353353,-3.957445,-3.047121,-2.617869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1],psucssa
852,1,4,-7.042348,-5.282866,-3.287907,-4.351453,-3.271313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,psucssa
853,1,22,-3.535944,-3.201577,-3.669235,-1.869044,-0.8549913,-3.27931,-4.538202,-2.38712,-6.679917,-3.101539,-5.640761,-1.482475,-5.048222,-1.315417,-3.955207,-1.195923,-5.247626,-1.43758,#NAME?,-4.771598,-2.964854,-1.593345,-0.4333091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9_10_11],[4_11_13_17_21],psucssa
854,1,5,#NAME?,-4.270521,-4.424437,-1.962407,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3_4],psucssa
855,1,7,-5.637844,-1.130856,-0.03778856,-4.313956,-4.424437,-1.962407,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[5_6],psucssa
856,1,12,-3.732348,-4.220335,-3.141065,-3.320776,-4.219659,-0.629897,-5.070908,-6.055441,-0.7112045,-2.014721,-2.736492,-1.953169,-0.4458636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5_11],psucssa
857,1,9,-5.512905,-4.075667,-1.528127,-3.618542,-3.301296,-4.531465,-2.933994,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8],[2_6_8],psucssa
858,1,15,#NAME?,-6.820245,-4.64651,-2.392336,-6.166875,-2.976924,-4.007273,-1.698437,-5.059817,-5.509261,-2.926869,-0.3216881,-3.413724,-4.981259,-1.201446,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[11_14],psucssa
859,1,8,-2.949325,-1.734276,-1.863323,-3.660867,-4.282516,-2.870453,-5.219445,-6.184818,-3.248912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7],[2],psucssa
860,1,8,-4.192413,-2.789062,-3.258744,-5.62,-4.585111,-5.592163,-5.253944,-0.8976271,-1.029963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[7],psucssa
861,1,4,-4.785907,-5.685757,-5.750014,-0.8473131,-1.239481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[3],psucssa
862,1,15,-4.215509,-5.67102,-3.465304,-6.264979,-4.082415,-7.252136,-1.092297,#NAME?,-1.197862,-6.206267,-1.713017,-5.033352,-1.92822,-8.424551,-3.438289,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8_9_10_11_12_13_14],[2_6_8_10_12_14],psucssa
863,1,15,#NAME?,-6.820245,-4.64651,-2.392336,-6.166875,-2.976924,-4.007273,-1.698437,-5.059817,-5.509261,-2.926869,-0.3216881,-3.413724,-4.981259,-1.201446,-0.350248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[11_14],psucssa
864,1,28,-5.445959,-2.721768,-4.956873,-4.259274,-4.132708,-5.883419,-1.966078,-4.651595,-2.009484,-6.324313,-1.713017,#NAME?,-2.105435,-2.997581,-1.138119,-1.940914,-6.342127,-4.687259,-3.144218,-4.76872,-4.060903,-1.762918,-0.4606819,-2.971133,-0.9602329,-4.269802,-2.015893,-0.2418198,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10_11_12_16],[6_8_10_11_12_15_21_24_27],psucssa
865,1,11,-4.688997,-5.942022,-5.242009,-5.216792,-1.33823,-3.980664,-2.872253,-0.4508813,-3.766613,-4.347618,-1.169878,-0.4409091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[10],psucssa
866,1,5,-6.258925,-2.80412,-5.092649,-2.913393,-1.005935,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4],psucssa
867,1,12,-6.258925,-5.557152,-5.441808,-4.506688,#NAME?,-2.236219,-3.482037,-1.947672,-3.084514,-4.278793,-6.161554,-1.845098,-0.4094886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[7_11],psucssa
868,1,6,-4.792746,-6.522281,-4.037839,-6.556989,-4.328659,-4.861722,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_3],[5],psucssa
869,1,5,-2.927257,-2.202432,-3.111275,-1.425885,-0.5862657,-1.196761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],psucssa
870,1,8,-7.042348,-4.850241,-1.575762,-2.71269,-3.865132,-1.497779,-1.870487,-4.448701,-1.111366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[7],psucssa
871,1,12,-6.100998,-4.342767,-4.114244,-2.309157,-0.9820795,-4.472754,-1.254587,-4.333377,-6.121428,-4.94713,-1.820754,-1.199572,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[6_11],psucssa
872,1,5,-7.042348,-2.659361,#NAME?,-3.028441,-1.650816,-0.4790644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2_4],psucssa
873,1,18,-5.445959,-2.56384,-1.409812,-2.260071,-0.4353522,-2.70368,-5.836293,-1.073489,-4.017607,-3.200732,-0.5250448,-1.883661,-2.022641,-4.484496,-0.8810064,-3.702455,-7.6844,-1.135663,-0.9759859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14],[7_10_14_17],psucssa
874,1,10,-2.896955,-1.909801,-5.008875,-1.319711,-2.515871,-4.714616,-3.197106,-3.932893,-5.682216,-1.912598,-0.3388186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_9],psucssa
875,1,1,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[0],psucssa
876,1,10,-5.512905,-4.54476,-1.827338,-0.2651538,-3.370247,-3.240769,-2.419761,-5.729619,-5.57337,-6.238147,-1.847384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],,psucssa
877,1,8,-5.804013,-4.942764,-5.959212,#NAME?,-2.909323,#NAME?,-4.714135,-1.881715,-1.085495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_6_7],[3_4_5_7],psucssa
878,1,6,-3.535944,-5.187609,-5.959737,-4.203082,-6.175538,-4.55104,-2.5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],,psucssa
879,1,11,-4.396187,-3.067171,-4.939817,-5.368255,-3.610827,-0.1978347,-5.731849,-0.9476146,-2.966777,-1.278494,-3.20313,-3.319673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_6],,psucssa
880,1,16,-2.896955,-1.939256,-2.55553,-4.266239,-1.173965,-4.665074,-0.7478579,-6.195556,-2.341477,-1.303583,-5.078858,-2.798165,-0.7527016,-3.38279,-0.2918866,-2.312243,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[6_15],psucssa
881,1,8,-4.175446,-2.703108,-3.211424,-2.829609,-0.6178542,-4.175011,-4.821809,-5.092919,-1.944395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],,psucssa
882,1,3,-3.59865,-6.472453,-1.096669,-0.50515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],psucssa
883,1,19,-5.804013,-4.595809,-6.319273,-0.695075,-4.946688,-0.8067964,-3.613247,-4.375886,-3.474208,-2.654835,-3.243754,-5.78507,-0.6423266,-3.275613,-5.444425,-1.544623,-4.212474,-4.187197,-3.876806,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[5_8_18],psucssa
884,1,7,-7.042348,-6.19651,-6.82931,-6.701848,-2.852801,#NAME?,-3.312941,-3.78351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[4_5],psucssa
885,1,22,-5.445959,-3.564595,-2.681878,-5.466691,-4.420352,-1.489596,-2.533876,-2.147703,-3.115596,-3.429823,-1.110741,#NAME?,-5.026209,-1.712732,-5.341187,-5.698446,-5.634789,-3.016691,-3.082039,-5.157554,-2.124713,-1.133765,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_11_12_13],[5_13_20_21],psucssa
886,1,16,-4.215509,-5.67102,-3.465304,-6.264979,-4.082415,-5.388691,-4.420352,-1.489596,#NAME?,-1.197862,-6.206267,-1.713017,-5.033352,-1.92822,-8.424551,-3.438289,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8_9_10_11_12_13_14_15],[2_7_9_11_13_15],psucssa
887,1,7,-6.100998,-5.853629,-3.857312,-4.181249,-3.084879,-8.931293,-4.369664,-1.944395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5],[2],psucssa
888,1,8,-5.445959,-5.280092,-3.591723,-2.270628,-0.1064553,-5.349454,-4.728552,-4.583832,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[7],psucssa
889,1,26,-2.903667,-4.768959,-0.3227735,-4.656407,-1.963493,-3.8756,-4.458568,-3.366266,-5.127561,-0.7892755,-3.734157,-3.275714,-4.547694,-2.267961,-1.960725,-1.198493,-2.917834,-0.9359498,-1.377542,-4.737561,-5.32985,-6.085593,-4.322763,-0.4082674,-5.27099,-0.4466268,-0.5166298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_6_21],[9_15_25],psucssa
890,1,6,-6.258925,-5.475155,-5.31619,-4.797824,-5.113511,-5.223049,-1.613588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_5],,psucssa
891,1,22,-3.568012,-4.638288,-1.436832,#NAME?,-6.052871,-2.233999,-3.073344,-4.857933,-5.214179,-0.712907,-3.801532,-3.871827,-1.453666,#NAME?,-2.464393,-0.6583104,-3.7519,-3.975418,-6.428237,-3.368816,-1.635233,-1.093286,-0.4570663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[3_5_9_13_15_21],psucssa
892,1,5,-5.194147,-2.170633,-3.921682,-0.2638303,-1.185512,-0.4870295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],psucssa
893,1,5,-5.445959,-5.207586,-5.824656,-4.420352,-1.590633,-0.3642569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],psucssa
894,1,22,-4.876083,-2.042038,-3.139593,-4.021232,-3.230978,-5.132017,-1.075197,-1.386202,-2.709104,-2.422281,-1.440724,-4.849035,-5.865193,-5.334437,-0.9750454,-3.123344,-5.536885,-4.135591,-5.619841,#NAME?,-3.923638,-0.9013593,-0.3503462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_16_17],[6_10_14_19_21],psucssa
895,1,10,-2.949325,-1.728947,-4.856436,-3.220522,-5.05502,-1.186549,-4.385878,-4.148471,-4.145011,-2.131696,-1.197643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[9],psucssa
896,1,13,-2.399185,-4.723918,-2.539553,#NAME?,-1.397776,-4.657283,-5.328118,-4.6576,-0.9934592,-5.016952,-4.849434,-4.369435,-1.398445,-0.4067216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[8_12],psucssa
897,1,3,-5.249664,-5.884941,-7.923133,-1.933264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],,psucssa
898,1,4,-2.399185,-4.723918,-2.539553,-6.285951,-2.849935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],,psucssa
